School Name,Address,GSO Rating,Academic Progress,Test Scores,Equity Scores,School Types,Star Rating,Review Link,School Link,City,IsPreK,IsElementary,IsMiddle,IsHigh,Normalized Test Scores,Normalized Academic Progress,Normalized Equity Scores,Composite Score,Score Category,Private,Public District,Public Charter,lat,lon
Mission Viejo Christian School,"27192 Jeronimo Road, Mission Viejo, CA, 92692",5,,,,"['Elementary school', 'Middle school', 'Private']",,,https://www.greatschools.org/california/mission-viejo/33090-Mission-Viejo-Christian-School/,Mission Viejo,False,True,True,False,,,,,Data Not Available,True,False,False,33.6293526,-117.6647813
Cordillera Elementary School,"25952 Cordillera Drive, Mission Viejo, CA, 92691",5,,,,"['Elementary school', 'Public district']",4.4,https://www.greatschools.org/california/mission-viejo/3982-Cordillera-Elementary-School/reviews/,https://www.greatschools.org/california/mission-viejo/3982-Cordillera-Elementary-School/,Mission Viejo,False,True,False,False,,,,,Data Not Available,False,False,True,33.542613149999994,-117.6715982992775
Living Word Christian Academy,"23561 Alicia Pkwy, Mission Viejo, CA, 92691",5,,,,"['Elementary school', 'Middle school', 'Private']",,,https://www.greatschools.org/california/mission-viejo/8802-Living-Word-Christian-Academy/,Mission Viejo,False,True,True,False,,,,,Data Not Available,True,False,False,33.57722051923077,-117.65771019230769
Carl Hankey Middle School,"27252 Nubles, Mission Viejo, CA, 92692",8,8.0,9.0,7.0,"['Middle school', 'Public district']",3.6,,https://www.greatschools.org/california/mission-viejo/17552-Carl-Hankey-Middle-School/,Mission Viejo,False,False,True,False,0.9,0.8,0.7,8.0,Above Average,False,False,True,33.6229706,-117.6768243504285
Newhart Middle School,"25001 Veterans Way, Mission Viejo, CA, 92692",8,7.0,9.0,7.0,"['Middle school', 'Public district']",3.2,https://www.greatschools.org/california/mission-viejo/3661-Newhart-Middle-School/reviews/,https://www.greatschools.org/california/mission-viejo/3661-Newhart-Middle-School/,Mission Viejo,False,False,True,False,0.9,0.7,0.7,8.0,Above Average,False,False,True,33.5638721,-117.6574887462351
La Paz Intermediate School,"25151 Pradera Drive, Mission Viejo, CA, 92691",8,7.0,10.0,6.0,"['Middle school', 'Public district']",3.6,https://www.greatschools.org/california/mission-viejo/3991-La-Paz-Intermediate-School/reviews/,https://www.greatschools.org/california/mission-viejo/3991-La-Paz-Intermediate-School/,Mission Viejo,False,False,True,False,1.0,0.7,0.6,8.0,Above Average,False,False,True,33.5967916,-117.67042560937169
Los Alisos Intermediate School,"25171 Moor Ave., Mission Viejo, CA, 92691",4,4.0,6.0,3.0,"['Middle school', 'Public district']",2.9,https://www.greatschools.org/california/mission-viejo/3997-Los-Alisos-Intermediate-School/reviews/,https://www.greatschools.org/california/mission-viejo/3997-Los-Alisos-Intermediate-School/,Mission Viejo,False,False,True,False,0.6,0.4,0.3,5.0,Average,False,False,True,33.6205683,-117.68335605506746
Silverleaf Academy of Arts,"25732 Taladro Cir, Mission Viejo, CA, 92691",4,,,,"['Middle school', 'High school', 'Private']",,,https://www.greatschools.org/california/mission-viejo/24488-Silverleaf-Academy-Of-Arts/,Mission Viejo,False,False,True,True,,,,,Data Not Available,True,False,False,33.6229706,-117.6768243504285
Fusion Academy Mission Viejo,"23456 Madero, Mission Viejo, CA, 92691",4,,,,"['Middle school', 'High school', 'Private']",5.0,,https://www.greatschools.org/california/mission-viejo/25478-Fusion-Academy-Mission-Viejo/,Mission Viejo,False,False,True,True,,,,,Data Not Available,True,False,False,33.59761799854512,-117.66649710861498
Fusion Academy Mv: Mission Viejo,"23456 Madero, Mission Viejo, CA, 92691",4,,,,"['Middle school', 'High school', 'Private']",,,https://www.greatschools.org/california/mission-viejo/33005-Fusion-Academy-Mv-Mission-Viejo/,Mission Viejo,False,False,True,True,,,,,Data Not Available,True,False,False,33.6229706,-117.6768243504285
Capistrano Valley High School,"26301 Via Escolar, Mission Viejo, CA, 92692",9,,10.0,7.0,"['High school', 'Public district']",3.5,https://www.greatschools.org/california/mission-viejo/3644-Capistrano-Valley-High-School/reviews/,https://www.greatschools.org/california/mission-viejo/3644-Capistrano-Valley-High-School/,Mission Viejo,False,False,False,True,1.0,,0.7,9.0,Above Average,False,False,True,33.589180049999996,-117.67069252371111
Mission Viejo High School,"25025 Chrisanta Drive, Mission Viejo, CA, 92691",9,,10.0,7.0,"['High school', 'Public district']",2.9,https://www.greatschools.org/california/mission-viejo/3999-Mission-Viejo-High-School/reviews/,https://www.greatschools.org/california/mission-viejo/3999-Mission-Viejo-High-School/,Mission Viejo,False,False,False,True,1.0,,0.7,9.0,Above Average,False,False,True,33.62250995364132,-117.68432299251985
Trabuco Hills High School,"27501 Mustang Run, Mission Viejo, CA, 92691",8,,9.0,6.0,"['High school', 'Public district']",3.3,https://www.greatschools.org/california/mission-viejo/4012-Trabuco-Hills-High-School/reviews/,https://www.greatschools.org/california/mission-viejo/4012-Trabuco-Hills-High-School/,Mission Viejo,False,False,False,True,0.9,,0.6,8.0,Above Average,False,False,True,33.6168342,-117.69118537043275
Silverado High School,"25632 Peter A Hartman Way, Mission Viejo, CA, 92691",2,,2.0,2.0,"['High school', 'Public district']",4.0,,https://www.greatschools.org/california/mission-viejo/4010-Silverado-High-School/,Mission Viejo,False,False,False,True,0.2,,0.2,3.0,Below Average,False,False,True,33.569833200000005,-117.65524450833333
S. C. Academy for Highly Gifted Scholars,"25741 Chrisanta Drive, Mission Viejo, CA, 92691",2,,,,"['High school', 'Private']",5.0,,https://www.greatschools.org/california/mission-viejo/16290-S.-C.-Academy-For-Highly-Gifted-Scholars/,Mission Viejo,False,False,False,True,,,,,Data Not Available,True,False,False,33.6536138,-117.65008757285503
Canyon Vista Elementary School,"27800 Oak View Drive, Aliso Viejo, CA, 92656",9,8.0,10.0,10.0,"['Elementary school', 'Public district']",3.8,https://www.greatschools.org/california/aliso-viejo/12315-Canyon-Vista-Elementary-School/reviews/,https://www.greatschools.org/california/aliso-viejo/12315-Canyon-Vista-Elementary-School/,Aliso Viejo,False,True,False,False,1.0,0.8,1.0,9.0,Above Average,False,False,True,33.561192500000004,-117.73546793571428
Don Juan Avila Elementary School,"26278 Wood Canyon Drive, Aliso Viejo, CA, 92656",8,7.0,10.0,8.0,"['Elementary school', 'Public district']",3.1,https://www.greatschools.org/california/aliso-viejo/11778-Don-Juan-Avila-Elementary-School/reviews/,https://www.greatschools.org/california/aliso-viejo/11778-Don-Juan-Avila-Elementary-School/,Aliso Viejo,False,True,False,False,1.0,0.7,0.8,8.0,Above Average,False,False,True,33.57591065,-117.73453288949926
Oak Grove Elementary School,"22705 Sanborn, Aliso Viejo, CA, 92656",8,7.0,10.0,9.0,"['Elementary school', 'Public district']",4.0,https://www.greatschools.org/california/aliso-viejo/3663-Oak-Grove-Elementary-School/reviews/,https://www.greatschools.org/california/aliso-viejo/3663-Oak-Grove-Elementary-School/,Aliso Viejo,False,True,False,False,1.0,0.7,0.9,9.0,Above Average,False,False,True,33.55487275,-117.7207910506395
Journey School,"27102 Foxborough, Aliso Viejo, CA, 92656",6,5.0,7.0,8.0,"['Elementary school', 'Middle school', 'Public charter']",3.8,https://www.greatschools.org/california/aliso-viejo/11988-Journey-School/reviews/,https://www.greatschools.org/california/aliso-viejo/11988-Journey-School/,Aliso Viejo,False,True,True,False,0.7,0.5,0.8,7.0,Above Average,False,True,False,33.5613238,-117.7302508
Wood Canyon Elementary School,"23431 Knollwood, Aliso Viejo, CA, 92656",6,6.0,7.0,6.0,"['Elementary school', 'Public district']",3.5,https://www.greatschools.org/california/aliso-viejo/3673-Wood-Canyon-Elementary-School/reviews/,https://www.greatschools.org/california/aliso-viejo/3673-Wood-Canyon-Elementary-School/,Aliso Viejo,False,True,False,False,0.7,0.6,0.6,7.0,Above Average,False,False,True,,
Ocean View School,"24521 Moulton Parkway, Aliso Viejo, CA, 92637",6,,,,"['Elementary school', 'Middle school', 'High school', 'Private']",5.0,,https://www.greatschools.org/california/aliso-viejo/23911-Ocean-View-School/,Aliso Viejo,False,True,True,True,,,,,Data Not Available,True,False,False,33.581155300000006,-117.73235095309795
Farm School,"2a Liberty, Aliso Viejo, CA, 92656",6,,,,"['Elementary school', 'Private']",,,https://www.greatschools.org/california/aliso-viejo/26092-Farm-School/,Aliso Viejo,False,True,False,False,,,,,Data Not Available,True,False,False,33.5613238,-117.7302508
Kinder Care Learning Center 1466,"25507 Moulton Parkway, Aliso Viejo, CA, 92656",6,,,,"['Pre-K', 'Elementary school', 'Private']",,,https://www.greatschools.org/california/aliso-viejo/28033-Kinder-Care-Learning-Center-1466/,Aliso Viejo,True,True,False,False,,,,,Data Not Available,True,False,False,33.581155300000006,-117.73235095309795
St. Mary's School,"7 Pursuit, Aliso Viejo, CA, 92656",6,,,,"['Pre-K', 'Elementary school', 'Middle school', 'Private']",3.1,https://www.greatschools.org/california/aliso-viejo/10353-St.-Marys-School/reviews/,https://www.greatschools.org/california/aliso-viejo/10353-St.-Marys-School/,Aliso Viejo,True,True,True,False,,,,,Data Not Available,True,False,False,33.5961001,-117.7238782403233
Aliso Viejo Christian,"1 Orion, Aliso Viejo, CA, 92656",6,,,,"['Elementary school', 'Middle school', 'Private']",4.3,https://www.greatschools.org/california/aliso-viejo/11444-Aliso-Viejo-Christian/reviews/,https://www.greatschools.org/california/aliso-viejo/11444-Aliso-Viejo-Christian/,Aliso Viejo,False,True,True,False,,,,,Data Not Available,True,False,False,33.591943,-117.71406528587835
Kindercare Learning Center,"25507 Moulton Parkway, Aliso Viejo, CA, 92656",6,,,,"['Pre-K', 'Elementary school', 'Private']",4.0,,https://www.greatschools.org/california/aliso-viejo/13472-Kindercare-Learning-Center/,Aliso Viejo,True,True,False,False,,,,,Data Not Available,True,False,False,33.5791345,-117.7300566
Vandamme Academy,"2A Liberty, Aliso Viejo, CA, 92656",6,,,,"['Elementary school', 'Middle school', 'Private']",4.4,https://www.greatschools.org/california/aliso-viejo/16315-Vandamme-Academy/reviews/,https://www.greatschools.org/california/aliso-viejo/16315-Vandamme-Academy/,Aliso Viejo,False,True,True,False,,,,,Data Not Available,True,False,False,33.5613238,-117.7302508
Temple Beth El South Orange County Ecc,"2A Liberty, Aliso Viejo, CA, 92656",6,,,,"['Pre-K', 'Elementary school', 'Private']",5.0,,https://www.greatschools.org/california/aliso-viejo/17803-Temple-Beth-El-South-Orange-County-Ecc/,Aliso Viejo,True,True,False,False,,,,,Data Not Available,True,False,False,33.563927199999995,-117.7276520825719
Crosswalk Academy,"59 Summerland Circle, Aliso Viejo, CA, 92656",6,,,,"['Elementary school', 'Middle school', 'High school', 'Private']",,,https://www.greatschools.org/california/aliso-viejo/31384-Crosswalk-Academy/,Aliso Viejo,False,True,True,True,,,,,Data Not Available,True,False,False,33.580325,-117.71252340980085
Vandamme Academy,"2 Liberty, Aliso Viejo, CA, 92656",6,,,,"['Elementary school', 'Middle school', 'Private']",,,https://www.greatschools.org/california/aliso-viejo/33683-Vandamme-Academy/,Aliso Viejo,False,True,True,False,,,,,Data Not Available,True,False,False,33.570144299999995,-117.71827854833613
Aliso Viejo Middle School,"111 Park Avenue, Aliso Viejo, CA, 92656",9,8.0,10.0,8.0,"['Middle school', 'Public district']",3.1,https://www.greatschools.org/california/aliso-viejo/3636-Aliso-Viejo-Middle-School/reviews/,https://www.greatschools.org/california/aliso-viejo/3636-Aliso-Viejo-Middle-School/,Aliso Viejo,False,False,True,False,1.0,0.8,0.8,9.0,Above Average,False,False,True,33.591943,-117.71406528587835
Don Juan Avila Middle School,"26278 Wood Canyon Drive, Aliso Viejo, CA, 92656",8,7.0,10.0,8.0,"['Middle school', 'Public district']",3.9,https://www.greatschools.org/california/aliso-viejo/11779-Don-Juan-Avila-Middle-School/reviews/,https://www.greatschools.org/california/aliso-viejo/11779-Don-Juan-Avila-Middle-School/,Aliso Viejo,False,False,True,False,1.0,0.7,0.8,8.0,Above Average,False,False,True,33.5577868,-117.72722091178616
Fusion Academy Aliso Viejo,"120 Vantis Drive, Aliso Viejo, CA, 92656",8,,,,"['Middle school', 'High school', 'Private']",3.9,https://www.greatschools.org/california/aliso-viejo/9693-Fusion-Academy-Aliso-Viejo/reviews/,https://www.greatschools.org/california/mission-viejo/9693-Futures-Academy---Mission-Viejo/,Aliso Viejo,False,False,True,True,,,,,Data Not Available,True,False,False,33.5613238,-117.7302508
The Discovery Preparatory School,"2a Liberty, Aliso Viejo, CA, 92656",8,,,,"['Middle school', 'High school', 'Private']",5.0,https://www.greatschools.org/california/aliso-viejo/32362-The-Discovery-Preparatory-School/reviews/,https://www.greatschools.org/california/aliso-viejo/32362-The-Discovery-Preparatory-School/,Aliso Viejo,False,False,True,True,,,,,Data Not Available,True,False,False,33.563297500000004,-117.7196410597029
The Discovery Preparatory School,"2A LIBERTY, Aliso Viejo, CA, 92656",8,,,,"['Middle school', 'High school', 'Private']",,,https://www.greatschools.org/california/aliso-viejo/33663-The-Discovery-Preparatory-School/,Aliso Viejo,False,False,True,True,,,,,Data Not Available,True,False,False,33.5613238,-117.7302508
Aliso Niguel High School,"28000 Wolverine Way, Aliso Viejo, CA, 92656",9,,10.0,8.0,"['High school', 'Public district']",3.0,https://www.greatschools.org/california/aliso-viejo/3635-Aliso-Niguel-High-School/reviews/,https://www.greatschools.org/california/aliso-viejo/3635-Aliso-Niguel-High-School/,Aliso Viejo,False,False,False,True,1.0,,0.8,9.0,Above Average,False,False,True,33.55414005,-117.72494083450945
Oxford Preparatory Academy - Saddleback Valley,"22882 Loumont Drive, Lake Forest, CA, 92630",8,7.0,10.0,7.0,"['Elementary school', 'Middle school', 'Public charter']",3.6,https://www.greatschools.org/california/lake-forest/32464-Oxford-Preparatory-Academy---Saddleback-Valley/reviews/,https://www.greatschools.org/california/lake-forest/32464-Oxford-Preparatory-Academy---Saddleback-Valley/,Lake Forest,False,True,True,False,1.0,0.7,0.7,8.0,Above Average,False,True,False,33.61558515,-117.69740528327955
La Madera Elementary School,"25350 Serrano Road, Lake Forest, CA, 92630",7,6.0,9.0,5.0,"['Elementary school', 'Public district']",4.3,https://www.greatschools.org/california/lake-forest/3990-La-Madera-Elementary-School/reviews/,https://www.greatschools.org/california/lake-forest/3990-La-Madera-Elementary-School/,Lake Forest,False,True,False,False,0.9,0.6,0.5,7.0,Above Average,False,False,True,33.6449791,-117.6713648208042
Rancho Canada Elementary School,"21801 Winding Way, Lake Forest, CA, 92630",6,6.0,8.0,5.0,"['Elementary school', 'Public district']",4.2,https://www.greatschools.org/california/lake-forest/4004-Rancho-Canada-Elementary-School/reviews/,https://www.greatschools.org/california/lake-forest/4004-Rancho-Canada-Elementary-School/,Lake Forest,False,True,False,False,0.8,0.6,0.5,7.0,Above Average,False,False,True,33.6302252,-117.70477168439055
Ralph A. Gates Elementary School,"23882 Landisview Avenue, Lake Forest, CA, 92630",5,8.0,5.0,2.0,"['Elementary school', 'Public charter']",4.2,https://www.greatschools.org/california/lake-forest/3988-Ralph-A.-Gates-Elementary-School/reviews/,https://www.greatschools.org/california/lake-forest/3988-Ralph-A.-Gates-Elementary-School/,Lake Forest,False,True,False,False,0.5,0.8,0.2,6.0,Average,False,True,False,33.6462578,-117.69197000991977
Lake Forest Elementary School,"21801 Pittsford Drive, Lake Forest, CA, 92630",5,5.0,7.0,4.0,"['Elementary school', 'Public district']",4.4,https://www.greatschools.org/california/lake-forest/3994-Lake-Forest-Elementary-School/reviews/,https://www.greatschools.org/california/lake-forest/3994-Lake-Forest-Elementary-School/,Lake Forest,False,True,False,False,0.7,0.5,0.4,6.0,Average,False,False,True,33.6460759,-117.68643959168297
